Row_ID,Order_ID,Order_date,Quarter,Order_date _month,Order_date _day,Order_date _year,Shipping_date,Quarter_SHIPPING,Time_Frame,Ship_Mode,Ship_Mode_Rank,Customer_ID,Customer_Name,Segment,Country,Region,State,City,Postal_Code,Category,Sub_Category,Product_Name,Product_ID,item_price,Quantity,Discount,Sales,Profit
2368,CA-2017-123659,2/10/2017 0:00,Q1,2,10,2017,2/13/2017 0:00,Q1,3,First Class,2,MN-17935,Michael Nguyen,Consumer,United States,East,Maryland,Clinton,20735,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),OFF-PA-10002464,5.78,4,0,23.12,11.3288
2369,US-2016-129469,9/23/2016 0:00,Q3,9,23,2016,9/27/2016 0:00,Q3,4,Standard Class,4,KL-16555,Kelly Lampkin,Corporate,United States,East,Ohio,Fairfield,45014,Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",FUR-FU-10002298,110.98,6,0.2,532.704,-26.6352
2370,US-2016-129469,9/23/2016 0:00,Q3,9,23,2016,9/27/2016 0:00,Q3,4,Standard Class,4,KL-16555,Kelly Lampkin,Corporate,United States,East,Ohio,Fairfield,45014,Office Supplies,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2",OFF-AR-10000315,3.07,2,0.2,4.912,0.307
2371,CA-2017-155152,7/7/2017 0:00,Q3,7,7,2017,7/9/2017 0:00,Q3,2,Second Class,3,MP-17965,Michael Paige,Corporate,United States,East,Rhode Island,Warwick,2886,Technology,Accessories,Hypercom P1300 Pinpad,TEC-AC-10004353,63,4,0,252,93.24
2372,CA-2016-159940,7/7/2016 0:00,Q3,7,7,2016,7/11/2016 0:00,Q3,4,Second Class,3,BF-11020,Barry Franz?sisch,Corporate,United States,Central,Illinois,Aurora,60505,Furniture,Furnishings,Flat Face Poster Frame,FUR-FU-10004973,18.84,8,0.6,60.288,-27.1296
2373,CA-2016-159940,7/7/2016 0:00,Q3,7,7,2016,7/11/2016 0:00,Q3,4,Second Class,3,BF-11020,Barry Franz?sisch,Corporate,United States,Central,Illinois,Aurora,60505,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,OFF-FA-10000936,3.29,1,0.2,2.632,0.8225
2374,CA-2016-159940,7/7/2016 0:00,Q3,7,7,2016,7/11/2016 0:00,Q3,4,Second Class,3,BF-11020,Barry Franz?sisch,Corporate,United States,Central,Illinois,Aurora,60505,Office Supplies,Paper,Tops Wirebound Message Log Books,OFF-PA-10001609,3.29,9,0.2,23.688,7.6986
2375,CA-2016-159940,7/7/2016 0:00,Q3,7,7,2016,7/11/2016 0:00,Q3,4,Second Class,3,BF-11020,Barry Franz?sisch,Corporate,United States,Central,Illinois,Aurora,60505,Furniture,Chairs,Global Ergonomic Managers Chair,FUR-CH-10000785,180.98,2,0.3,253.372,-14.4784
2376,CA-2017-119669,1/24/2017 0:00,Q1,1,24,2017,1/30/2017 0:00,Q1,6,Standard Class,4,TP-21130,Theone Pippenger,Consumer,United States,South,Georgia,Smyrna,30080,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,OFF-FA-10000053,1.89,3,0,5.67,0.1134
2377,US-2014-164616,8/19/2014 0:00,Q3,8,19,2014,8/21/2014 0:00,Q3,2,Second Class,3,MS-17770,Maxwell Schwartz,Consumer,United States,East,Ohio,Columbus,43229,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,OFF-BI-10001718,63.98,4,0.7,76.776,-58.8616
2378,US-2014-164616,8/19/2014 0:00,Q3,8,19,2014,8/21/2014 0:00,Q3,2,Second Class,3,MS-17770,Maxwell Schwartz,Consumer,United States,East,Ohio,Columbus,43229,Office Supplies,Supplies,Acme Kleencut Forged Steel Scissors,OFF-SU-10004768,5.74,2,0.2,9.184,1.148
2379,CA-2015-148628,12/6/2015 0:00,Q4,12,6,2015,12/11/2015 0:00,Q4,5,Standard Class,4,KM-16375,Katherine Murray,Home Office,United States,West,California,Thousand Oaks,91360,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",OFF-PA-10003883,6.55,5,0,32.75,15.065
2380,CA-2016-118052,5/6/2016 0:00,Q2,5,6,2016,5/10/2016 0:00,Q2,4,Standard Class,4,BE-11455,Brad Eason,Home Office,United States,East,Ohio,Lorain,44052,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,OFF-FA-10004248,4.51,2,0.2,7.216,1.7138
2381,CA-2016-118052,5/6/2016 0:00,Q2,5,6,2016,5/10/2016 0:00,Q2,4,Standard Class,4,BE-11455,Brad Eason,Home Office,United States,East,Ohio,Lorain,44052,Office Supplies,Paper,Xerox 1951,OFF-PA-10002581,30.98,2,0.2,49.568,15.49
2382,CA-2016-118052,5/6/2016 0:00,Q2,5,6,2016,5/10/2016 0:00,Q2,4,Standard Class,4,BE-11455,Brad Eason,Home Office,United States,East,Ohio,Lorain,44052,Furniture,Furnishings,DAX Solid Wood Frames,FUR-FU-10004848,9.77,7,0.2,54.712,11.6263
2383,US-2017-117534,3/25/2017 0:00,Q1,3,25,2017,3/26/2017 0:00,Q1,1,First Class,2,CV-12295,Christina VanderZanden,Consumer,United States,West,California,Fresno,93727,Office Supplies,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,OFF-AP-10002403,44.01,4,0,176.04,45.7704
2384,US-2017-117534,3/25/2017 0:00,Q1,3,25,2017,3/26/2017 0:00,Q1,1,First Class,2,CV-12295,Christina VanderZanden,Consumer,United States,West,California,Fresno,93727,Office Supplies,Art,Staples in misc. colors,OFF-AR-10003087,1.78,9,0,16.02,4.4856
2385,US-2017-117534,3/25/2017 0:00,Q1,3,25,2017,3/26/2017 0:00,Q1,1,First Class,2,CV-12295,Christina VanderZanden,Consumer,United States,West,California,Fresno,93727,Office Supplies,Binders,Ibico Recycled Linen-Style Covers,OFF-BI-10002026,58.1,4,0.2,185.92,62.748
2386,US-2017-117534,3/25/2017 0:00,Q1,3,25,2017,3/26/2017 0:00,Q1,1,First Class,2,CV-12295,Christina VanderZanden,Consumer,United States,West,California,Fresno,93727,Technology,Phones,Clearsounds A400,TEC-PH-10000141,65.99,4,0.2,211.168,15.8376
2387,US-2017-117534,3/25/2017 0:00,Q1,3,25,2017,3/26/2017 0:00,Q1,1,First Class,2,CV-12295,Christina VanderZanden,Consumer,United States,West,California,Fresno,93727,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,TEC-CO-10000971,299.99,2,0.2,479.984,59.998
2388,CA-2015-145065,12/12/2015 0:00,Q4,12,12,2015,12/15/2015 0:00,Q4,3,First Class,2,DK-13375,Dennis Kane,Consumer,United States,West,California,San Diego,92105,Office Supplies,Fasteners,Staples,OFF-FA-10001229,3.93,2,0,7.86,3.6156
2389,CA-2015-145065,12/12/2015 0:00,Q4,12,12,2015,12/15/2015 0:00,Q4,3,First Class,2,DK-13375,Dennis Kane,Consumer,United States,West,California,San Diego,92105,Office Supplies,Binders,Recycled Premium Regency Composition Covers,OFF-BI-10002437,15.28,2,0.2,24.448,8.8624
2390,US-2015-127040,12/6/2015 0:00,Q4,12,6,2015,12/10/2015 0:00,Q4,4,Standard Class,4,SG-20605,Speros Goranitis,Consumer,United States,East,New York,New York City,10009,Office Supplies,Paper,Xerox 219,OFF-PA-10004255,6.48,1,0,6.48,3.1104
2391,US-2015-127040,12/6/2015 0:00,Q4,12,6,2015,12/10/2015 0:00,Q4,4,Standard Class,4,SG-20605,Speros Goranitis,Consumer,United States,East,New York,New York City,10009,Office Supplies,Paper,Xerox 1903,OFF-PA-10001184,5.98,7,0,41.86,20.5114
2392,US-2015-127040,12/6/2015 0:00,Q4,12,6,2015,12/10/2015 0:00,Q4,4,Standard Class,4,SG-20605,Speros Goranitis,Consumer,United States,East,New York,New York City,10009,Technology,Accessories,Logitech?VX Revolution Cordless Laser Mouse for Notebooks (Black),TEC-AC-10002637,179.99,9,0,1619.91,97.1946
2393,US-2015-127040,12/6/2015 0:00,Q4,12,6,2015,12/10/2015 0:00,Q4,4,Standard Class,4,SG-20605,Speros Goranitis,Consumer,United States,East,New York,New York City,10009,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",FUR-FU-10002878,28.48,4,0,113.92,42.1504
2394,CA-2016-128111,3/17/2016 0:00,Q1,3,17,2016,3/23/2016 0:00,Q1,6,Standard Class,4,CS-12355,Christine Sundaresam,Consumer,United States,East,Massachusetts,Malden,2148,Office Supplies,Art,Newell 345,OFF-AR-10000588,19.84,2,0,39.68,10.3168
2395,CA-2015-137897,11/14/2015 0:00,Q4,11,14,2015,11/19/2015 0:00,Q4,5,Standard Class,4,PJ-18835,Patrick Jones,Corporate,United States,East,New York,New York City,10035,Technology,Accessories,Imation?Clip USB?flash drive?- 8 GB,TEC-AC-10002217,18.8,2,0,37.6,2.256
2396,CA-2015-137897,11/14/2015 0:00,Q4,11,14,2015,11/19/2015 0:00,Q4,5,Standard Class,4,PJ-18835,Patrick Jones,Corporate,United States,East,New York,New York City,10035,Technology,Accessories,Imation?32GB Pocket Pro USB 3.0?Flash Drive?- 32 GB - Black - 1 P ...,TEC-AC-10001267,29.95,2,0,59.9,23.96
2397,CA-2015-137897,11/14/2015 0:00,Q4,11,14,2015,11/19/2015 0:00,Q4,5,Standard Class,4,PJ-18835,Patrick Jones,Corporate,United States,East,New York,New York City,10035,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",OFF-PA-10004041,7.4,5,0,37,16.65
2398,CA-2017-169264,8/14/2017 0:00,Q3,8,14,2017,8/16/2017 0:00,Q3,2,Second Class,3,NP-18700,Nora Preis,Consumer,United States,West,California,San Francisco,94109,Office Supplies,Labels,Avery File Folder Labels,OFF-LA-10001613,2.88,2,0,5.76,2.8224
2399,CA-2017-169264,8/14/2017 0:00,Q3,8,14,2017,8/16/2017 0:00,Q3,2,Second Class,3,NP-18700,Nora Preis,Consumer,United States,West,California,San Francisco,94109,Office Supplies,Art,Newell 318,OFF-AR-10000246,2.78,6,0,16.68,4.3368
2400,CA-2017-147361,9/9/2017 0:00,Q3,9,9,2017,9/15/2017 0:00,Q3,6,Standard Class,4,SB-20290,Sean Braxton,Corporate,United States,South,South Carolina,Florence,29501,Office Supplies,Storage,Fellowes Officeware Wire Shelving,OFF-ST-10001809,89.83,7,0,628.81,12.5762
2401,CA-2017-147361,9/9/2017 0:00,Q3,9,9,2017,9/15/2017 0:00,Q3,6,Standard Class,4,SB-20290,Sean Braxton,Corporate,United States,South,South Carolina,Florence,29501,Office Supplies,Storage,X-Rack File for Hanging Folders,OFF-ST-10002214,11.29,5,0,56.45,14.677
2402,CA-2017-145877,4/1/2017 0:00,Q2,4,1,2017,4/4/2017 0:00,Q2,3,Second Class,3,AS-10090,Adam Shillingsburg,Consumer,United States,Central,Missouri,Springfield,65807,Office Supplies,Storage,Hanging Personal Folder File,OFF-ST-10000649,15.7,6,0,94.2,23.55
2403,CA-2017-145877,4/1/2017 0:00,Q2,4,1,2017,4/4/2017 0:00,Q2,3,Second Class,3,AS-10090,Adam Shillingsburg,Consumer,United States,Central,Missouri,Springfield,65807,Office Supplies,Envelopes,Staple envelope,OFF-EN-10001990,5.68,5,0,28.4,13.348
2404,US-2016-110170,9/27/2016 0:00,Q3,9,27,2016,10/3/2016 0:00,Q4,6,Standard Class,4,HM-14860,Harry Marie,Corporate,United States,Central,Texas,Huntsville,77340,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,FUR-BO-10000780,200.98,7,0.32,956.6648,-225.0976
2405,CA-2017-108574,10/7/2017 0:00,Q4,10,7,2017,10/11/2017 0:00,Q4,4,Standard Class,4,MG-18145,Mike Gockenbach,Consumer,United States,West,California,Los Angeles,90045,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,TEC-AC-10002049,123.99,9,0,1115.91,200.8638
2406,CA-2017-108574,10/7/2017 0:00,Q4,10,7,2017,10/11/2017 0:00,Q4,4,Standard Class,4,MG-18145,Mike Gockenbach,Consumer,United States,West,California,Los Angeles,90045,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,TEC-PH-10003555,22.99,7,0.2,128.744,-28.9674
2407,CA-2017-108574,10/7/2017 0:00,Q4,10,7,2017,10/11/2017 0:00,Q4,4,Standard Class,4,MG-18145,Mike Gockenbach,Consumer,United States,West,California,Los Angeles,90045,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",TEC-PH-10000702,9.99,10,0.2,79.92,26.973
2408,CA-2017-144589,1/20/2017 0:00,Q1,1,20,2017,1/25/2017 0:00,Q1,5,Standard Class,4,TM-21010,Tamara Manning,Consumer,United States,West,California,San Francisco,94122,Office Supplies,Art,Staples in misc. colors,OFF-AR-10003631,4.84,5,0,24.2,7.986
2409,CA-2017-144589,1/20/2017 0:00,Q1,1,20,2017,1/25/2017 0:00,Q1,5,Standard Class,4,TM-21010,Tamara Manning,Consumer,United States,West,California,San Francisco,94122,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,TEC-PH-10003072,149.99,3,0.2,359.976,130.4913
2410,CA-2017-155985,3/23/2017 0:00,Q1,3,23,2017,3/25/2017 0:00,Q1,2,First Class,2,BE-11335,Bill Eplett,Home Office,United States,West,California,San Francisco,94122,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,FUR-FU-10000758,26.48,8,0,211.84,76.2624
2411,CA-2014-162684,8/1/2014 0:00,Q3,8,1,2014,8/6/2014 0:00,Q3,5,Standard Class,4,AS-10630,Ann Steele,Home Office,United States,East,Pennsylvania,Philadelphia,19120,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",OFF-FA-10000992,3.55,2,0.2,5.68,1.917
2412,CA-2015-142041,6/7/2015 0:00,Q2,6,7,2015,6/9/2015 0:00,Q2,2,Second Class,3,EM-13810,Eleni McCrary,Corporate,United States,West,California,Los Angeles,90036,Office Supplies,Binders,3-ring staple pack,OFF-BI-10004187,1.88,5,0.2,7.52,2.632
2413,CA-2014-151295,11/12/2014 0:00,Q4,11,12,2014,11/16/2014 0:00,Q4,4,Standard Class,4,JA-15970,Joseph Airdo,Consumer,United States,West,California,Los Angeles,90045,Office Supplies,Paper,Xerox 1974,OFF-PA-10001947,5.98,2,0,11.96,5.8604
2414,CA-2014-151295,11/12/2014 0:00,Q4,11,12,2014,11/16/2014 0:00,Q4,4,Standard Class,4,JA-15970,Joseph Airdo,Consumer,United States,West,California,Los Angeles,90045,Furniture,Tables,Bevis Boat-Shaped Conference Table,FUR-TA-10002356,262.11,3,0.2,629.064,31.4532
2415,CA-2016-156300,12/29/2016 0:00,Q4,12,29,2016,1/2/2017 0:00,Q1,4,Standard Class,4,TB-21595,Troy Blackwell,Consumer,United States,Central,Wisconsin,Milwaukee,53209,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",FUR-CH-10001714,150.89,5,0,754.45,60.356
2416,CA-2015-146087,7/6/2015 0:00,Q3,7,6,2015,7/11/2015 0:00,Q3,5,Standard Class,4,PP-18955,Paul Prost,Home Office,United States,East,Massachusetts,Holyoke,1040,Furniture,Bookcases,Bush Mission Pointe Library,FUR-BO-10002824,150.98,2,0,301.96,60.392
2417,CA-2017-168655,10/12/2017 0:00,Q4,10,12,2017,10/18/2017 0:00,Q4,6,Standard Class,4,ML-18040,Michelle Lonsdale,Corporate,United States,West,New Mexico,Albuquerque,87105,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,TEC-AC-10002842,119,5,0,595,95.2
2418,CA-2017-168655,10/12/2017 0:00,Q4,10,12,2017,10/18/2017 0:00,Q4,6,Standard Class,4,ML-18040,Michelle Lonsdale,Corporate,United States,West,New Mexico,Albuquerque,87105,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,OFF-BI-10002082,33.28,3,0.2,79.872,29.952
2419,CA-2016-107202,5/21/2016 0:00,Q2,5,21,2016,5/28/2016 0:00,Q2,7,Standard Class,4,LC-16930,Linda Cazamias,Corporate,United States,West,Nevada,Sparks,89431,Technology,Machines,Panasonic KX MB2061 Multifunction Printer,TEC-MA-10000112,299.55,10,0.2,2396.4,179.73
2420,CA-2017-159597,11/9/2017 0:00,Q4,11,9,2017,11/14/2017 0:00,Q4,5,Standard Class,4,MC-17590,Matt Collister,Corporate,United States,West,California,Coachella,92236,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",OFF-ST-10002289,31.78,2,0,63.56,3.178
2421,CA-2017-159597,11/9/2017 0:00,Q4,11,9,2017,11/14/2017 0:00,Q4,5,Standard Class,4,MC-17590,Matt Collister,Corporate,United States,West,California,Coachella,92236,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,TEC-AC-10004171,99.99,1,0,99.99,43.9956
2422,CA-2016-155551,4/18/2016 0:00,Q2,4,18,2016,4/23/2016 0:00,Q2,5,Standard Class,4,CR-12580,Clay Rozendal,Home Office,United States,Central,Illinois,Elmhurst,60126,Office Supplies,Storage,Safco Industrial Wire Shelving,OFF-ST-10003656,95.99,3,0.2,230.376,-48.9549
2423,CA-2016-155551,4/18/2016 0:00,Q2,4,18,2016,4/23/2016 0:00,Q2,5,Standard Class,4,CR-12580,Clay Rozendal,Home Office,United States,Central,Illinois,Elmhurst,60126,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4? x 11?",OFF-PA-10001560,6.04,2,0.2,9.664,3.2616
2424,US-2017-147669,12/25/2017 0:00,Q4,12,25,2017,12/30/2017 0:00,Q4,5,Standard Class,4,SV-20935,Susan Vittorini,Consumer,United States,East,Ohio,Fairfield,45014,Technology,Accessories,Maxell 4.7GB DVD-R,TEC-AC-10002473,28.38,7,0.2,158.928,41.7186
2425,US-2017-147669,12/25/2017 0:00,Q4,12,25,2017,12/30/2017 0:00,Q4,5,Standard Class,4,SV-20935,Susan Vittorini,Consumer,United States,East,Ohio,Fairfield,45014,Office Supplies,Binders,Satellite Sectional Post Binders,OFF-BI-10000632,43.41,1,0.7,13.023,-10.4184
2426,US-2017-147669,12/25/2017 0:00,Q4,12,25,2017,12/30/2017 0:00,Q4,5,Standard Class,4,SV-20935,Susan Vittorini,Consumer,United States,East,Ohio,Fairfield,45014,Furniture,Tables,Hon Rectangular Conference Tables,FUR-TA-10002645,227.55,2,0.4,273.06,-104.673
2427,US-2017-147669,12/25/2017 0:00,Q4,12,25,2017,12/30/2017 0:00,Q4,5,Standard Class,4,SV-20935,Susan Vittorini,Consumer,United States,East,Ohio,Fairfield,45014,Office Supplies,Fasteners,Staples,OFF-FA-10002975,3.78,13,0.2,39.312,12.7764
2428,CA-2016-169922,6/11/2016 0:00,Q2,6,11,2016,6/17/2016 0:00,Q2,6,Standard Class,4,MZ-17515,Mary Zewe,Corporate,United States,Central,Texas,Arlington,76017,Office Supplies,Binders,Computer Printout Index Tabs,OFF-BI-10003784,1.68,4,0.8,1.344,-2.1504
2429,CA-2016-169922,6/11/2016 0:00,Q2,6,11,2016,6/17/2016 0:00,Q2,6,Standard Class,4,MZ-17515,Mary Zewe,Corporate,United States,Central,Texas,Arlington,76017,Office Supplies,Binders,GBC Wire Binding Combs,OFF-BI-10001617,10.34,4,0.8,8.272,-13.6488
2430,CA-2016-169922,6/11/2016 0:00,Q2,6,11,2016,6/17/2016 0:00,Q2,6,Standard Class,4,MZ-17515,Mary Zewe,Corporate,United States,Central,Texas,Arlington,76017,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",FUR-FU-10004415,4.48,7,0.6,12.544,-9.0944
2431,CA-2017-100748,5/13/2017 0:00,Q2,5,13,2017,5/20/2017 0:00,Q2,7,Standard Class,4,RB-19795,Ross Baird,Home Office,United States,West,California,San Francisco,94110,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,OFF-LA-10000240,7.31,8,0,58.48,27.4856
2432,CA-2017-129805,12/28/2017 0:00,Q4,12,28,2017,1/2/2018 0:00,Q1,5,Standard Class,4,HM-14860,Harry Marie,Corporate,United States,West,Washington,Seattle,98103,Furniture,Furnishings,3M Hangers With Command Adhesive,FUR-FU-10001935,3.7,2,0,7.4,3.034
2433,CA-2014-148586,3/25/2014 0:00,Q1,3,25,2014,4/1/2014 0:00,Q2,7,Standard Class,4,AZ-10750,Annie Zypern,Consumer,United States,East,New York,New York City,10009,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",FUR-CH-10002439,58.22,7,0.1,366.786,65.2064
2434,US-2017-112613,5/28/2017 0:00,Q2,5,28,2017,6/1/2017 0:00,Q2,4,Standard Class,4,JH-15910,Jonathan Howell,Consumer,United States,Central,Texas,Houston,77070,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,TEC-PH-10001536,16.99,4,0.2,54.368,4.0776
2435,CA-2015-154746,11/14/2015 0:00,Q4,11,14,2015,11/17/2015 0:00,Q4,3,First Class,2,PJ-18835,Patrick Jones,Corporate,United States,South,Virginia,Springfield,22153,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,OFF-EN-10001532,16.98,2,0,33.96,16.98
2436,CA-2015-154746,11/14/2015 0:00,Q4,11,14,2015,11/17/2015 0:00,Q4,3,First Class,2,PJ-18835,Patrick Jones,Corporate,United States,South,Virginia,Springfield,22153,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,OFF-AP-10003057,275.37,3,0,826.11,322.1829
2437,CA-2017-140053,7/3/2017 0:00,Q3,7,3,2017,7/10/2017 0:00,Q3,7,Standard Class,4,CA-12265,Christina Anderson,Consumer,United States,West,New Mexico,Farmington,87401,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",FUR-FU-10003708,60.65,9,0,545.85,114.6285
2438,CA-2014-164210,11/18/2014 0:00,Q4,11,18,2014,11/20/2014 0:00,Q4,2,Second Class,3,PW-19240,Pierre Wener,Consumer,United States,West,Colorado,Louisville,80027,Furniture,Tables,Bevis Rectangular Conference Tables,FUR-TA-10000849,145.98,2,0.5,145.98,-99.2664
2439,CA-2014-164210,11/18/2014 0:00,Q4,11,18,2014,11/20/2014 0:00,Q4,2,Second Class,3,PW-19240,Pierre Wener,Consumer,United States,West,Colorado,Louisville,80027,Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",OFF-PA-10002259,11.19,4,0.2,35.808,12.5328
2440,CA-2017-139948,7/17/2017 0:00,Q3,7,17,2017,7/22/2017 0:00,Q3,5,Standard Class,4,SW-20455,Shaun Weien,Consumer,United States,South,Florida,Tampa,33614,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",FUR-FU-10002597,4.94,2,0.2,7.904,2.1736
2441,CA-2016-146934,5/22/2016 0:00,Q2,5,22,2016,5/27/2016 0:00,Q2,5,Standard Class,4,AF-10870,Art Ferguson,Consumer,United States,East,New Jersey,Passaic,7055,Technology,Phones,AT&T 841000 Phone,TEC-PH-10004614,69,5,0,345,86.25
2442,CA-2016-146934,5/22/2016 0:00,Q2,5,22,2016,5/27/2016 0:00,Q2,5,Standard Class,4,AF-10870,Art Ferguson,Consumer,United States,East,New Jersey,Passaic,7055,Furniture,Tables,Bevis 36 x 72 Conference Tables,FUR-TA-10003748,124.49,2,0.3,174.286,-19.9184
2443,CA-2016-146934,5/22/2016 0:00,Q2,5,22,2016,5/27/2016 0:00,Q2,5,Standard Class,4,AF-10870,Art Ferguson,Consumer,United States,East,New Jersey,Passaic,7055,Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright,OFF-AP-10003217,165.71,4,0,662.84,172.3384
2444,CA-2016-146934,5/22/2016 0:00,Q2,5,22,2016,5/27/2016 0:00,Q2,5,Standard Class,4,AF-10870,Art Ferguson,Consumer,United States,East,New Jersey,Passaic,7055,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,TEC-AC-10002399,19.02,5,0,95.1,30.432
2445,CA-2016-146934,5/22/2016 0:00,Q2,5,22,2016,5/27/2016 0:00,Q2,5,Standard Class,4,AF-10870,Art Ferguson,Consumer,United States,East,New Jersey,Passaic,7055,Office Supplies,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes,OFF-EN-10002973,4.48,6,0,26.88,12.9024
2446,CA-2016-146934,5/22/2016 0:00,Q2,5,22,2016,5/27/2016 0:00,Q2,5,Standard Class,4,AF-10870,Art Ferguson,Consumer,United States,East,New Jersey,Passaic,7055,Technology,Phones,Digium D40 VoIP phone,TEC-PH-10001336,128.99,2,0,257.98,74.8142
2447,CA-2015-100573,9/25/2015 0:00,Q3,9,25,2015,10/1/2015 0:00,Q4,6,Standard Class,4,AM-10705,Anne McFarland,Consumer,United States,West,California,Los Angeles,90004,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",OFF-EN-10000461,8.74,2,0,17.48,8.2156
2448,CA-2016-119165,10/31/2016 0:00,Q4,10,31,2016,11/6/2016 0:00,Q4,6,Standard Class,4,BD-11320,Bill Donatelli,Consumer,United States,East,Pennsylvania,Philadelphia,19143,Furniture,Chairs,Hon Olson Stacker Stools,FUR-CH-10000988,140.81,5,0.3,492.835,-14.081
2449,CA-2015-128027,9/14/2015 0:00,Q3,9,14,2015,9/17/2015 0:00,Q3,3,Second Class,3,CM-12385,Christopher Martinez,Consumer,United States,South,South Carolina,North Charleston,29406,Office Supplies,Storage,Fellowes Officeware Wire Shelving,OFF-ST-10001809,89.83,3,0,269.49,5.3898
2450,CA-2016-140207,11/5/2016 0:00,Q4,11,5,2016,11/10/2016 0:00,Q4,5,Standard Class,4,CS-12400,Christopher Schild,Home Office,United States,West,California,San Jose,95123,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,OFF-BI-10003963,7.28,5,0.2,29.12,9.828
2451,CA-2017-140949,3/17/2017 0:00,Q1,3,17,2017,3/22/2017 0:00,Q1,5,Second Class,3,DB-13405,Denny Blanton,Consumer,United States,East,New York,New York City,10011,Office Supplies,Labels,Avery 496,OFF-LA-10000081,3.75,5,0,18.75,9
2452,CA-2017-140949,3/17/2017 0:00,Q1,3,17,2017,3/22/2017 0:00,Q1,5,Second Class,3,DB-13405,Denny Blanton,Consumer,United States,East,New York,New York City,10011,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,TEC-PH-10000149,19.95,6,0,119.7,31.122
2453,CA-2017-140949,3/17/2017 0:00,Q1,3,17,2017,3/22/2017 0:00,Q1,5,Second Class,3,DB-13405,Denny Blanton,Consumer,United States,East,New York,New York City,10011,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",OFF-BI-10000605,3.81,3,0.2,9.144,3.0861
2454,CA-2017-140949,3/17/2017 0:00,Q1,3,17,2017,3/22/2017 0:00,Q1,5,Second Class,3,DB-13405,Denny Blanton,Consumer,United States,East,New York,New York City,10011,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,TEC-AC-10002399,19.02,3,0,57.06,18.2592
2455,CA-2017-140949,3/17/2017 0:00,Q1,3,17,2017,3/22/2017 0:00,Q1,5,Second Class,3,DB-13405,Denny Blanton,Consumer,United States,East,New York,New York City,10011,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,TEC-AC-10003038,8.95,8,0,71.6,13.604
2456,CA-2017-140949,3/17/2017 0:00,Q1,3,17,2017,3/22/2017 0:00,Q1,5,Second Class,3,DB-13405,Denny Blanton,Consumer,United States,East,New York,New York City,10011,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",OFF-ST-10000344,13.43,8,0,107.44,27.9344
